Referencia        CodPro Descricao do Produto            001 Estoque DISPONIVEL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
101113126G0054    000026 VINIL ORACAL 651G - 054                                     88,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0055    000027 VINIL ORACAL 651G - 055                                    182,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0056    000028 VINIL ORACAL 651G - 056                                    138,335                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0057    000029 VINIL ORACAL 651G - 057                                     63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0060    000030 VINIL ORACAL 651G - 060                                    245,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0061    000031 VINIL ORACAL 651G - 061                                    157,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0062    000032 VINIL ORACAL 651G - 062                                    126,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0063    000033 VINIL ORACAL 651G - 063                                    415,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0065    000035 VINIL ORACAL 651G - 065                                    295,835                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0066    000036 VINIL ORACAL 651G - 066                                    189,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0067    000037 VINIL ORACAL 651G - 067                                     94,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0068    000038 VINIL ORACAL 651G - 068                                    107,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0070    000039 VINIL ORACAL 651G - 070                                   2494,800                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0071    000040 VINIL ORACAL 651G - 071                                    283,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0072    000041 VINIL ORACAL 651G - 072                                    233,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0073    000042 VINIL ORACAL 651G - 073                                    535,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0074    000043 VINIL ORACAL 651G - 074                                    138,600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0076    000044 VINIL ORACAL 651G - 076                                    150,935                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0080    000045 VINIL ORACAL 651G - 080                                    107,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0081    000046 VINIL ORACAL 651G - 081                                     63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0082    000047 VINIL ORACAL 651G - 082                                     63,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0083    000048 VINIL ORACAL 651G - 083                                    126,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0084    000049 VINIL ORACAL 651G - 084                                     88,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0086    000050 VINIL ORACAL 651G - 086                                    182,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0090    000067 VINIL ORACAL 651G - 090                                    365,400                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0091    000068 VINIL ORACAL 651G - 091                                     25,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0092    000069 VINIL ORACAL 651G - 092                                    182,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0098    000051 VINIL ORACAL 651G - 098                                    182,700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0312    000052 VINIL ORACAL 651G - 312                                    151,200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0404    000053 VINIL ORACAL 651G - 404                                    144,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0518    000054 VINIL ORACAL 651G - 518                                    176,400                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126G0562    000055 VINIL ORACAL 651G - 562                                    270,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
001714            001714 VINIL ORACAL 651GRA - 070 RAPI                             107,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
101113126M0000    000002 VINIL ORACAL 651M - 000 - FOSC                             113,400                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
